1293165540	1807814978	1875916089	1326257918	170754813	824093469	808742062	519194172	1036932409	1747294660	1980359692	
1791565696	284131685	1438258091	1951620901	1680792824	2087063467	2094138957	59925643	1769093756	789052618	716633421	
795075444	1184266454	2095422054	1771045461	660102936	1733067520	784184485	1653080047	1192764821	2077350025	1313411378	
921197263	1256124295	1484166191	1745290732	2064866358	2003360363	634739493	1664677370	1836236407	278821541	1948809056	
1127010851	82958794	1482118232	1066590670	29614103	1542043876	688200778	818666721	111193649	1483276222	2002933176	
59132056	1106838035	515552464	1792199576	1891022520	21148864	837480749	1820888897	1334560242	1758678012	929529544	
671242785	1356485097	846912254	527119500	1991224590	364105977	215872260	122562484	165431385	1342883111	205521278	
1647549617	261990133	235135382	1042109845	950190911	1053802103	1153303495	285983485	909251631	1212435551	1392821520	
1424804096	857151479	1136360392	1445952960	1694632228	809765641	633029554	1305826593	1739295185	1304272339	514828042	
438723792	1831391839	358568984	802829769	2047264099	481131468	968261154	1242663562	686652747	468327123	1504653695	
921788129	1510436969	307360958	1975590232	516256816	593344443	737358216	1728692367	1986165963	14678664	438360198	
975042707	1460631624	2132992426	1784808348	2093661178	1291335371	1376619886	1250449869	1806163413	1815343678	934358060	
17248750	470689799	834138512	498380218	1438950953	2076802074	1185032965	1907278076	1433972122	2106821094	1270231397	
1741333080	1934927679	1786488213	187193876	524802247	1367696932	25876191	539480911	1806057130	1000918899	2000112535	
1791565909	638243599	1946290065	935417632	2014863485	1049256286	594097398	1682723515	1983614346	611346148	5929666	
670269210	1109726366	1444880619	599587637	147275684	1204675048	2033559759	106613130	327422797	1627409191	2041540809	
2113911011	1814603067	418859408	1334124295	1840479259	958340319	992697778	693914510	810969206	636780039	1332158109	
609775623	1572197671	1199537947	1659031909	18811421	734777814	1495162608	630157569	740707481	17948170	1739883936	
38104452	617535807	1887159620	1242779500	503611918	1993772750	1570202298	2131021110	1887829912	1536629661	1798140529	
159205672	723270308	1491136140	1117545992	1715968086	37567002	1928515198	205264477	1369725112	390807174	1777462149	
421779411	2049839083	1796273570	1156557225	1397518043	278947492	1897264706	1415466214	2018831428	1935369159	2033002021	
1758507400	1030665011	389130292	1604796502	453383661	372667754	1345142766	1990013322	23324635	1504348439	565799983	
1514460776	474410783	134284421	1552027778	255442333	339548899	774269242	646249507	2117011048	1196048653	548604943	
1765800970	205122231	1946122986	2044748462	2102386937	1214105552	1916096242	1890272448	1099623926	1527119994	773453812	
1488754218	984432849	1226837473	1861421972	182091967	1069367148	1884746607	1686440406	1635167131	1251723735	13367541	
1769451552	656267866	268809875	2109000451	1430537108	915059382	2078527851	479102114	1463664325	1696845174	684224345	
1262303664	1594109988	639127634	328925568	1362722583	381916435	1428549494	742358929	1155370247	769820064	1726791778	
234724072	483758388	1908883746	1304091220	221021348	1447840504	791774703	1472745083	1461208046	413742608	2129012949	
1730017921	375259411	1412066410	497593655	306303615	1891168524	1961257981	2003148789	427909221	1076077997	1449775129	
1067036855	1405003565	665014064	1448953290	686069412	1407372994	456839889	1455889476	986681124	691563962	1939647865	
748081222	1995655182	13185565	48438079	639946238	1485930648	1509646125	1053688846	1467459950	1092180398	1428948257	
732042712	1589774053	1735251872	475727588	1403548386	1590917013	903636809	332142735	893208495	1970673664	1737146301	
1558222559	1272143307	275732065	818111905	1728983196	1731621541	1804793030	273063510	1523785758	405390604	121235045	
1536971323	453828683	761181283	875418324	1963474808	1814870129	195394626	908171558	1096334738	927437338	350461964	
684102963	1403164926	1754010350	127536328	159318087	2086153086	1020744823	2129991751	1675815739	431483735	1254651410	
1951547804	1249595640	836150959	1535685697	906905022	1109214469	911987808	1312295627	1230449514	301475483	1766124310	
1991630797	1176893807	1582115471	1659017278	1372288433	342803381	607868369	152242123	693265345	1291971332	1555407049	
299792048	1419507660	1714725136	238461486	292768836	1697233240	1914277225	724252571	804401002	1718341381	1973848211	
1640551961	1106543430	733269586	602282783	2018531238	2045565213	1832732297	172523074	1664205875	1676879447	1349416881	
1098837698	1188413077	574221667	1441641080	1796281446	726463790	2134906425	940769130	134387192	287214825	212793143	
1849112328	525676311	505561979	1398861920	292469888	1229814550	55779275	2010811269	1056179113	1696331236	969871052	
1789448699	151130371	840918642	1687530264	1983862669	1013441716	1204252492	1513258468	215374950	155606542	554187897	
789596617	1597247622	202985696	1516060407	1584670400	1143754826	1650447599	1871885225	1356547969	1352076280	250077889	
1862109948	603454552	542547777	944440850	659233827	405875399	2000619964	208081416	1375746451	1642585015	359211787	
69181445	1182631632	195590808	1082623162	239400476	1708849276	1297998112	395007018	115553526	2087594729	1992254641	
318539222	1456171488	1429441393	1462294048	959135440	1153842970	671358370	163728072	1403920859	385984670	767182624	
1946468637	1330425521	1426416452	204860388	1183561837	1634497868	1580606839	678663204	1993709655	1649788284	1861294836	
41816816	584927798	2100695312	1750666092	1882925910	348218683	1866219618	1823036991	192989676	37275192	1131724832	
1622431069	1499569241	2090860272	628790391	23443963	107104696	2032711251	409428633	874287320	1831696240	1739854154	
153220124	2036556628	775932343	1787717992	1469679819	1454595548	1633944000	971984455	1168406736	1675760816	1556912254	
1121618401	1278943260	1292354516	1469837084	997679231	967907860	1662826760	1034954423	2099632692	1137774181	387040016	
2043009316	1766564572	410483979	2630364	1651792175	819912613	876917684	1336004767	412283119	1030137809	1225077747	
1188215463	670372153	547273918	495327363	156832505	1519258374	1663734099	1832593321	928686980	637868852	1	
0	2109	-1094769096	999	10	1000	1000	-1094765016	0	0	0	
0	-1226042197	-1225175040	-1094764700	1	5220313	-1224994816	-1431655765	3677035	141244678	304	
0	5221205	0	0	0	5287936	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	-1224991976	-1224992416	-1224991976	0	-1	-1225373819	-1226084316	-1225006664	
0	0	1	0	0	0	-1094764700	-1225175040	-1094764430	-1094764700	-1225162372	
5218304	69664	0	5219136	-1225004880	-1225003664	1	0	-1225112733	-1225005904	1	
1	0	-1094764692	-1226084316	0	0	0	0	0	0	5287936	
-1225093476	0	0	5219825	0	0	5219877	5221265	-1225109947	-1094764700	-1094764430	
0	-1094764414	-1094762946	-1094762929	-1094762915	-1094762877	-1094762863	-1094762842	-1094762832	-1094762765	-1094762754	
